date,kw/hr,Daily Consumption,KVA/Hr,MD KVA,Cummulative Consumption
06/22/15,3363.9,3360,3366.7,820.8,130560
06/23/15,3366.7,7800,3373.2,864,138360
06/24/15,3373.2,7680,3379.6,868.8,146040
06/25/15,3379.6,9000,3887.1,868.8,155040
06/26/15,3887.1,7800,3393.6,868.8,162840
06/27/15,3393.6,8040,3400.3,868.8,170880
06/28/15,3404.9,240,3405.1,868.8,176640
06/28/15,3400.3,5520,3404.9,868.8,170640
06/29/15,3732.0 ,120,3770.4,907.2,199080
06/30/15,3407.7,3120,3442.3,187.2,3120
07/01/15,3414.1,7680,3448.9,816,10800
07/02/15,3420.8,8040,3455.6,816,18840
07/03/15,3426.8,7200,3461.6,816,29040
07/04/15,3429.5,3240,3464.3,816,29280
07/05/15,3435.2,6840,3470.1,816,36120
07/06/15,3438.0 ,3360,3473.0 ,816,39480
07/07/15,3440.3,2760,3475.3,816,42240
07/08/15,3446.5,7440,3481.6,816,49680
07/09/15,3452.8,7560,3487.9,816,57240
07/10/15,3459.4,7920,3494.6,816,65160
07/11/15,3465.8,7680,3501.1,816,72640
07/12/15,3473.0 ,8640,3508.3,816,81480
07/13/15,3473.5,5400,3512.8,816,86880
07/14/15,3477.5,3120,3515.7,816,90000
07/15/15,3480.1,8880,3523.2,835.2,98880
07/16/15,3487.5,8160,3530.0 ,835.2,107040
07/17/15,3494.3,8520,3537.2,835.2,115560
07/18/15,3501.4,7680,3543.7,835.2,123240
07/19/15,3507.8,7200,3549.8,835.2,130440
07/20/15,3513.8,3720,3553.1,835.2,134160
07/21/15,3516.9,3480,3556.1,835.2,137640
07/22/15,3519.8,7560,3569.2,835.2,145200
07/23/15,3526.1,8040,3576,835.2,153240
07/24/15,3523.8,8040,3576,835.2,161280
07/25/15,3539.5,8520,3582.2,835.2,169800
07/26/15,3545.4,5760,3588,835.2,175560
07/27/15,3551.4,5640,3592.8,835.2,181200
07/28/15,3565.5,1080,3602.9,835.2,193200
07/28/15,3556.1,1092,3602,835.2,192120
07/30/15,3570.7,5520,3607.5,436.8,5520
07/31/15,3579.1,6480,3613.1,628.8,12000
08/01/15,3585.2,3600,3616.1,628.8,15600
08/02/15,3587.9,7320,3622.3 ,787.2,22920
08/03/15,3596.0 ,3240,3625.0 ,787.2,26160
08/04/15,3601.3,3000,3627.6,787.2,29160
08/05/15,3606.4,6720,3633.3,787.2,34880
08/06/15,3596.0 ,6360,3638.6,787.2,42240
08/07/15,3610.2,6120,3643.7,787.2,48360
08/08/15,3615.9,4560,3647.5,787.2,52920
08/09/15,3606.4,6840,3653.3 ,787.2,59760
08/10/15,3620.4,5400,3657.9,787.2,65760
08/11/15,3623.4,3600,3661.0 ,787.2,68760
08/12/15,3630.0 ,7920,3667.7,878.4,76680
08/13/15,3636.4,7680,3674.1,878.4,84360
08/14/15,3643.8,8880,3681.6,878.4,93240
08/15/15,3650.2,7680,3688.1,878.4,100920
08/16/15,3656.5,7560,3694.4,878.4,108480
08/17/15,3658.8,2760,3696.8,878.4,111240
08/18/15,3661.4,3120,3699.4,878.4,114360
08/19/15,3667.8,7680,3705.8,878.4,122040
08/20/15,3675.2,8880,3713.3,902.4,130920
08/21/15,3682.6,8880,3720.7,902.4,139800
08/22/15,3689.3,8040,3727.4,902.4,147840
08/23/15,3696.1,8160,3734.3,902.4,156000
08/24/15,3701.9,6960,3740.2,902.4,162960
08/25/15,3704.9,3600,3743.2,902.4,166560
08/26/15,3712.3,8880,3750.6,907.2,175440
08/27/15,3718.8,7800,3757.2,907.2,183240
08/28/15,3731.9,6840,3770.3,907.2,198960
08/28/15,3726.2,8880,3764.6,907.2,192120
08/29/15,3734.8,3360,3773.6,235.2,3360
08/30/15,3738.8,4800,3777.6,432,8160
08/31/15,3741.5,3240,3780.4,432,11400
09/01/15,3748.3,8160,3787.5,960,19560
09/02/15,3755.9,9120,3794.8,960,28680
09/03/15,3763.4,9000,3202.4,960,37680
09/04/15,3771.7,9960,3810.7,960,47640
09/05/15,3778.4,8040,3817.4,960,55680
09/06/15,3781.3,3480,3820.5,960,59160
09/07/15,3784.2,3480,3823.5,960,62640
09/08/15,3790.8,7920,3830,960,70560
09/09/15,3797.1,7560,3836.4,960,78120
09/10/15,3803.1,7200,3842.4,960,85320
09/11/15,3808.7,6720,3848.1,960,92040
09/12/15,3815.8,8520,3855.3,960,100560
09/13/15,3821.9,7320,3861.3,960,107880
09/14/15,3824.4,3000,3864.1,960,110880
09/15/15,3831.2,8160,3871,960,119040
09/16/15,3837.9,8040,3877.7,960,127080
09/17/15,3843.5,6720,3883.5,960,133800
09/18/15,3846.1,3120,3886.2,960,136920
09/19/15,3852.9,3160,3893.1,960,145080
09/20/15,3856.1,3840,3896.3,960,148920
09/21/15,3858.9,3360,3899.3,960,152280
09/22/15,3866.4,9000,3906.8,960,161280
09/23/15,3872.8,7680,3913.2,1046.4,168960
09/24/15,3880.6,9360,3921,1046.4,178320
09/25/15,3884.7,4920,3925.6,1046.4,183240
09/26/15,3891.9,2640,3932.8,1046.4,191880
09/27/15,3898.8,2280,3989.7,1046.4,200160
09/28/15,3903,1800,3944.4,1046.4,205200
09/28/15,3901.5,3240,3942.6,1046.4,203400
09/29/15,3905.5,3000,3946.6,873.6,3000
09/30/15,3909.8,5160,3951,873.6,8160
10/01/15,3916.4,7920,3957.7,873.6,16080
10/02/15,3919.7,3960,3961,873.6,20040
10/03/15,3921.9,2640,3963.3,873.6,22680
10/04/15,3924.9,3600,3966.3,873.6,26280
10/05/15,3927.2,2760,3968.7,873.6,29040
10/06/15,3934.3,8520,3975.8,873.6,37560
10/07/15,3940.9,7920,3982.4,945.6,45480
10/08/15,3948.2,8760,3989.8,945.6,54240
10/09/15,3954.7,7800,3996.3,945.6,62040
10/10/15,3960.9,7440,4002.6,945.6,69480
10/11/15,3965.5,5520,4007.2,945.6,75000
10/12/15,3968.4,3480,4010.3,945.6,78480
10/13/15,3973.8,6480,4015.6,945.6,84960
10/14/15,3981.2,8880,4023.1,945.6,93840
10/15/15,3988.6,8880,4030.4,945.6,102720
10/16/15,3995.4,8160,4037.4,945.6,110880
10/17/15,4003.6,9840,4045.6,945.6,120720
10/18/15,4009.8,6840,4051.4,945.6,127560
10/19/15,4011.7,2880,4053.9,945.6,130440
10/20/15,4020,9960,4062.3,969.6,140400
10/21/15,4025.8,6960,4068.1,969.6,147360
10/22/15,4028,2640,4070.4,969.6,150000
10/23/15,4030.7,3240,4073.4,969.6,153240
10/24/15,4034.6,4680,4077.2,969.6,157920
10/25/15,4037.9,3960,4080.6,969.6,161280
10/26/15,4040.7,3360,4083.6,969.6,165240
10/27/15,4046.7,7200,4089.6,969.6,172440
10/28/15,4053.4,480,4096.3,969.6,180480
10/28/15,4053,7560,4096,969.6,180000
10/29/15,4058.6,6240,4101.6,566.4,6240
10/30/15,4064.3,6840,4107.4,648,13080
10/31/15,4070.2,6840,4113.3,648,19920
11/01/15,4075.3,6360,4118.4,657.6,29880
11/02/15,4078.3,3600,4121.5,657.6,36600
11/03/15,4083.9,6720,427.2,657.6,43680
11/04/15,4089.8,7080,4133.1,705.6,51120
11/05/15,4096,7440,4139.4,724.8,57120
11/06/15,4101,6000,4144.9,724.8,63360
11/07/15,4106.2,6240,4149.6,724.8,67200
11/08/15,4109.4,3840,4153,724.8,69600
11/09/15,4111.4,2400,4154.9,724.8,72960
11/10/15,4114.2,3360,4157.9,724.8,75480
11/11/15,4116.3,2520,4159.9,724.8,79560
11/12/15,4119.7,4080,4163.4,724.8,85080
11/13/15,4124.3,5520,4168,724.8,90120
11/14/15,4128.5,5040,4172.3,724.8,94800
11/15/15,4132.4,4680,4176.2,724.8,97320
11/16/15,4134.5,2520,4178.2,724.8,103080
11/17/15,4139.3,5760,4183.1,724.8,109200
11/18/15,4144.4,6120,4188.2,724.8,115560
11/19/15,4149.7,6380,4193.4,724.8,122040
11/20/15,4155.1,6480,4199,724.8,127400
11/21/15,4159.6,5400,4203.6,724.8,131400
11/22/15,4162.9,3960,4207,724.8,134520
11/23/15,4165.5,3120,4209.5,724.8,134440
11/24/15,4169.6,4920,4213.7,724.8,139440
11/25/15,4174,5280,4218.2,724.8,144720
11/26/15,4177.7,4440,4221.9,724.8,149160
11/27/15,4182,5160,4226.3,724.8,154320
11/28/15,4186.6,360,4231,724.8,159840
11/28/15,4186.3,5160,4230.7,724.8,159480
11/29/15,5.01,4404,5.33,392.4,4404
11/30/15,7.53,3024,7.89,392.4,7428
12/01/15,12.62,6108,13.02,468,13536
12/02/15,17.37,5700,17.8,528,19236
12/03/15,22.51,6168,22.96,560.4,25404
12/04/15,25.82,3972,36.32,560.4,29376
12/05/15,30.91,6100,31.45,560.4,35484
12/06/15,34.48,4284,35.15,560.4,39768
12/07/15,37.02,3048,37.74,560.4,42128
12/08/15,42.28,6312,43.01,643.2,49128
12/09/15,47.42,6168,48.22,643.2,55296
12/10/15,52.63,6252,53.45,643.2,61548
12/11/15,58.23,6720,57.45,649.2,68268
12/12/15,63.91,6816,64.79,649.2,75084
12/13/15,68.58,5604,69.49,649.2,80688
12/14/15,71.14,3072,72.1,649.2,83760
12/15/15,76.94,6960,77.96,664.8,90720
12/16/15,83.42,7776,84.48,675.6,98496
12/17/15,89.59,7404,90.7,675.6,105900
12/18/15,94.77,6216,95.91,675.6,112116
12/19/15,100.2,6516,101.37,675.6,118632
12/20/15,103.57,4044,104.8,675.6,122676
12/21/15,106.42,3420,107.74,675.6,126096
12/22/15,111.58,6192,112.19,675.6,132288
12/23/15,116.47,5868,117.86,675.6,138156
12/24/15,120.97,5400,122.42,675.6,143556
12/25/15,124.02,3660,125.77,675.6,147216
12/26/15,127.03,3612,128.97,675.6,150828
12/27/15,130.36,4596,132.85,675.6,155424
12/28/15,134.41,456,736.53,675.6,159684
12/28/15,134.03,3804,136.76,675.6,159228
12/29/15,139.44,6036,141.64,656.4,6036
12/30/15,144.94,6600,147.24,656.4,12636
12/31/15,150.21,6384,152.48,656.4,18960
01/01/16,154.19,4776,156.54,656.4,23736
01/02/16,156.93,3288,159.41,656.4,27024
01/03/16,159.57,3168,162.27,656.4,30192
01/04/16,162.09,3024,164.84,656.4,33216
01/05/16,167.07,5976,169.88,656.4,39192
01/06/16,172.86,6948,175.7,656.4,46140
01/07/16,178.85,7188,181.71,735.6,53328
01/08/16,182.84,4788,185.13,735.6,58116
01/09/16,187.73,5868,190.65,735.6,63984
01/10/16,192.44,5652,195.44,735.6,69636
01/11/16,194.83,2868,197.9,735.6,72504
01/12/16,200.98,7380,204.13,735.6,79884
01/13/16,206.74,6912,209.91,735.6,86796
01/14/16,212.01,6324,215.2,735.6,93120
01/15/16,215.23,3864,218.45,735.6,96984
01/16/16,217.21,2376,220.49,735.6,99360
01/17/16,219.09,2256,222.43,735.6,101616
01/18/16,221.41,2784,224.85,735.6,104400
01/19/16,227,8708,230.46,735.6,111108
01/20/16,233.3,7560,236.79,735.6,118668
01/21/16,239.73,7716,243.25,735.6,126384
01/22/16,246.29,7872,249.84,735.6,134256
01/23/16,252.08,6984,255.64,735.6,141204
01/24/16,256.76,5616,260.37,735.6,146820
01/25/16,259.7,3528,263.39,735.6,150348
01/26/16,265.27,6684,268.97,735.6,157032
01/27/16,268.1,3396,271.88,735.6,160488
01/28/16,275.76,1440,279.48,735.6,169620
01/28/16,274.56,7752,278.45,735.6,168180
01/29/16,281.59,6996,285.45,742.8,6996
01/30/16,287.56,7164,291.44,742.8,14160
01/31/16,291.54,4776,295.52,742.8,12936
02/01/16,293.73,2628,297.75,742.8,21564
02/02/16,299.79,7272,303.86,742.8,28836
02/03/16,305.49,6840,309.62,742.8,35676
02/04/16,305.1,6732,315.26,742.8,42408
02/05/16,311.1,3996,318.61,742.8,46404
02/06/16,314.43,6384,323.96,742.8,52788
02/07/16,319.75,3504,327.19,742.8,56292
02/08/16,322.67,3444,330.12,742.8,59736
02/09/16,325.54,8484,337.16,742.8,68220
02/10/16,332.61,8628,344.46,787.2,76848
02/11/16,339.8,7056,350.36,787.2,83904
02/12/16,345.68,7068,356.29,787.2,90972
02/13/16,351.57,9900,362.57,787.2,100872
02/14/16,359.82,3744,367.74,787.2,104616
02/15/16,362.94,3192,370.46,787.2,107808
02/16/16,365.6,7128,376.43,787.2,114936
02/17/16,371.54,6540,381.9,787.2,121476
02/18/16,376.99,8604,389.11,787.2,130080
02/19/16,384.16,6024,394.15,787.2,136104
02/20/16,389.18,7176,400.18,787.2,143280
02/21/16,395.16,3720,403.34,787.2,147000
02/22/16,398.26,3108,405.98,787.2,150108
02/23/16,400.85,8304,412.96,814.8,158412
02/24/16,407.77,8892,420.4,814.8,167304
02/25/16,415.18,8136,427.21,814.8,175440
02/26/16,429.17,8652,434.46,814.8,184092
02/27/16,436.06,8268,441.4,859.2,192360
02/28/16,441.05,48,446.42,859.2,198348
02/28/16,441.01,5940,446.37,859.2,198300
02/29/16,444.42,4044,449.88,207.6,4044
03/01/16,451.92,9000,457.43,950.4,13044
03/02/16,459.27,8820,464.8,950.4,21864
03/03/16,465.99,8064,471.55,950.4,29928
03/04/16,473.89,9480,479.49,950.4,39408
03/05/16,481.26,8844,486.91,950.4,48252
03/06/16,485.22,4752,491.01,950.4,53004
03/07/16,488.16,3528,494.05,950.4,56532
03/08/16,495.4,8688,501.32,950.4,65220
03/09/16,502.92,9024,508.86,950.4,74244
03/10/16,509.83,8292,515.8,950.4,82536
03/11/16,517.44,9132,523.47,950.4,91668
03/12/16,524.4,8352,530.46,950.4,100020
03/13/16,530.29,7068,536.34,950.4,107080
03/14/16,532.97,3224,539.15,950.4,110304
03/15/16,540.87,9480,547.09,950.4,179784
03/16/16,548.99,9744,555.24,950.4,129528
03/17/16,556.86,9444,563.14,950.4,138972
03/18/16,564.57,9852,570.89,950.4,148224
03/19/16,571.93,8832,578.29,950.4,157056
03/20/16,577.35,6504,583.72,950.4,163560
03/21/16,580.32,3564,586.71,950.4,167124
03/22/16,588.61,9948,595.07,950.4,177072
03/23/16,596.26,9900,603.36,950.4,186972
03/24/16,604.36,9000,610.89,950.4,195972
03/25/16,611.31,8340,617.87,950.4,204312
03/26/16,614.94,4356,621.54,950.4,208668
03/27/16,620.29,6420,626.91,950.4,215088
03/28/16,622.63,2808,629.36,950.4,217296
03/29/16,630.78,9456,637.57,897.6,9456
03/30/16,638.64,9432,645.45,897.6,18888
03/31/16,646.21,9084,653.07,897.6,27972
04/01/16,653.68,8964,660.58,897.6,36936
04/02/16,661.67,9588,668.59,957.6,46524
04/03/16,665.56,4668,672.5,957.6,51792
04/04/16,668.38,3384,675.39,957.6,54576
04/05/16,676.79,10092,683.85,957.6,64668
04/06/16,685.44,10380,692.26,957.6,75048
04/07/16,693.46,9624,700.61,957.6,84672
04/08/16,701.72,4182,708.35,957.6,93864
04/09/16,704.56,4128,711.76,957.6,97992
04/10/16,710.34,6936,717.65,957.6,104928
04/11/16,712.7,2832,720.14,957.6,107760
04/12/16,719.63,8316,727.1,957.6,116076
04/13/16,727.33,9240,734.85,957.6,125316
04/14/16,734.62,8748,742.15,957.6,134064
04/15/16,737.33,3252,745,957.6,137316
04/16/16,744.08,8100,751.78,957.6,145416
04/17/16,747.24,3792,755.06,957.6,149208
04/18/16,749.97,3276,757.88,957.6,152484
04/19/16,756.53,7872,764.45,957.6,160356
04/20/16,760.5,4764,768.46,957.6,165120
04/21/16,768.03,9276,776.23,957.6,174396
04/22/16,775.21,9096,783.49,957.6,183492
04/23/16,722.69,8256,790.77,957.6,191748
04/24/16,788.71,7224,796.83,957.6,198972
04/25/16,791.54,3396,800,957.6,202368
04/26/16,798.35,8172,806.84,957.6,210540
04/27/16,804.71,7632,813.24,957.6,218172
04/28/16,811.7,408,820.26,957.6,226560
04/28/16,811.36,7980,819.93,957.6,226152
04/29/16,818.34,7968,826.93,201.6,7968
04/30/16,824.89,7860,833.5,898.8,15828
05/01/16,829.11,5064,837.75,898.8,20892
05/02/16,831.86,3300,840.56,898.8,24192
05/03/16,838.7,8208,847.43,898.8,32400
05/04/16,845.69,8388,854.45,898.8,40788
05/05/16,852.86,8604,861.64,898.8,49392
05/06/16,860.21,8820,869.03,937.2,58212
05/07/16,866.24,8076,875.77,937.2,66288
05/08/16,872.75,6972,881.84,937.2,73260
05/09/16,878.71,7152,887.84,937.2,80412
05/10/16,880.85,2568,289.9,937.2,82980
05/11/16,885.01,4992,894.17,937.2,87972
05/12/16,890.61,6720,899.79,937.2,94692
05/13/16,895.9,6348,905.12,937.2,101040
05/14/16,901.35,6540,910.64,937.2,107580
05/15/16,906.01,5592,915.29,937.2,113172
05/16/16,908.73,3264,918.06,937.2,116436
05/17/16,911.64,3492,921.05,937.2,119928
05/18/16,916.42,5736,925.88,937.2,125664
05/19/16,921.7,6336,931.19,937.2,132000
05/20/16,926.58,5856,936.1,937.2,137856
05/21/16,931.24,5592,940.82,937.2,143448
05/22/16,935.21,4764,944.85,937.2,148212
05/23/16,937.62,2592,947.43,937.2,151104
05/24/16,942.1,5376,951.94,937.2,156480
05/25/16,946.6,5400,956.5,937.2,161880
05/26/16,951.29,5628,961.2,937.2,167508
05/27/16,955.85,5472,965.79,937.2,172980
05/28/16,960.92,432,970.88,937.2,179064
05/28/16,960.52,5652,970.52,937.2,178632
05/29/16,965.48,5472,975.46,542.4,5472
05/30/16,968,3024,978.05,542.4,8496
05/31/16,972.45,5340,982.55,542.4,13836
06/01/16,976.18,4476,981.36,542.4,18312
06/02/16,979.91,4476,990.18,542.4,22788
06/03/16,982.38,2964,992.7,542.4,25752
06/04/16,985.98,4320,996.42,542.4,30072
06/05/16,989.68,4440,1000.16,542.4,34512
06/06/16,992.31,3156,1002.86,542.4,37668
06/07/16,996.37,5472,1007.54,542.4,43140
06/08/16,1001.6,5516,1012.28,542.4,48816
06/09/16,1005.77,5004,1016.48,542.4,53820
06/10/16,1010.27,5400,1021.02,542.4,52220
06/11/16,1014.37,4920,1025.16,542.4,64140
06/12/16,1018.16,4548,1029,542.4,68688
06/13/16,1020.27,2532,1031.24,542.4,71220
06/14/16,1025.46,6228,1036.44,654,77448
06/15/16,1031.09,6756,1042.13,705.6,84204
06/16/16,1034.41,3984,1045.54,705.6,88188
06/17/16,1039.96,6660,1051.14,798,94848
06/18/16,1046.26,7560,1057.47,798,102408
06/19/16,1050.28,4824,1061.51,798,107232
06/20/16,1053.02,3288,1064.3,798,110580
06/21/16,1058.82,5960,1070.16,798,117480
06/22/16,1064.89,6684,1075.78,798,124164
06/23/16,1070.14,6900,1081.6,798,131064
06/24/16,1076.67,7836,1088.16,805.2,138900
06/25/16,1083.35,2016,1094.89,805.2,146916
06/26/16,1088.07,5664,1099.64,805.2,152580
06/27/16,1090.73,3192,1102.35,805.2,155772
06/28/16,1007.2,456,1108.87,805.2,163536
06/28/16,1096.82,7300,1108.49,805.2,163080
06/29/16,1103.57,7644,1115.27,775.6,7644
06/30/16,1110.39,8184,1122.11,775.6,15828
07/01/16,1116.3,7092,1128.06,775.6,22920
07/02/16,1119.72,4104,1131.51,775.6,27024
07/03/16,1122.66,3528,1134.51,775.6,30552
07/04/16,1125.73,3684,1137.75,775.6,34236
07/05/16,1132.6,8244,1144.66,778.8,42480
07/06/16,1139.15,7860,1151.25,824.4,50340
07/07/16,1145.46,7572,1157.61,824.4,57912
07/08/16,1149.04,4296,1161.26,824.4,62208
07/09/16,1155.59,7860,1167.87,824.4,70068
07/10/16,1160.32,5676,1172.63,824.4,75744
07/11/16,1168.21,3468,1175.63,824.4,79212
07/12/16,1169.02,6972,1181.43,824.4,86184
07/13/16,1175.74,8064,1133.23,852,94248
07/14/16,1182.04,7560,1194.56,852,101808
07/15/16,1188.35,7572,1200.9,852,109380
07/16/16,1194.57,7464,1207.14,852,116844
07/17/16,1197.93,4032,1210.56,852,120876
07/18/16,1200.5,3084,1213.21,852,123960
07/19/16,1207.37,8244,1220.12,916.8,132204
07/20/16,1214.2,8196,1226.9,916.8,140400
07/21/16,1221.04,8208,1233.85,946.8,148608
07/22/16,1227.22,8136,1240.65,946.8,156744
07/23/16,1234.22,7680,1247.08,946.8,164424
07/24/16,1239,5736,1251.9,946.8,170160
07/25/16,1242.16,3792,1255.25,946.8,173952
07/26/16,1249.12,8352,1262.23,946.8,182304
07/27/16,1256.12,8400,1269.21,946.8,190704
07/28/16,1264.25,1308,1278,946.8,200460
07/28/16,1263.16,8448,1276.33,946.8,199152
07/29/16,1270.33,7296,1283.53,867.6,7296
07/30/16,1276.96,7956,1290.22,867.6,15252
07/31/16,1281.86,5880,1295.15,867.6,21132
08/01/16,1284.22,2832,1297.61,867.6,23964
08/02/16,1290.42,7440,1303.24,867.6,31404
08/03/16,1295.58,6192,1309.07,867.6,37596
08/04/16,1301.76,7416,1315.32,867.6,45012
08/05/16,1307.62,7032,1321.19,867.6,52044
08/06/16,1313.56,7128,1327.16,867.6,59172
08/07/16,1316.08,3024,1329.72,867.6,62196
08/08/16,1318.34,2712,1332.01,867.6,64908
08/09/16,1324.4,7272,1338.1,867.6,72180
08/10/16,1330.8,7680,1344.54,867.6,79860
08/11/16,1337.63,8196,1351.41,867.6,88056
08/12/16,1344.53,8280,1358.34,867.6,96336
